vol_num,book_title,author_name,book_contents,cover_file_path,audiobook_path
29,The Sickeness,Applegate,"Chapter 1
My name is Cassie.
I wish I could tell you my whole name. Because that would mean I was a nice, normal girl. But
I’m not either one. Not nice. Not normal.
Okay, my friends think I’m nice. Marco is always calling me a tree-hugger. And even though I
don’t actually hug trees, I do care about them. Which makes me nice, right? A girl who cares about
trees can’t be anything but nice.
Unless that girl has also ripped a living creature’s throat out with her bare teeth. Which I have.
I was in wolf morph, deep in battle. Seven Hork-Bajir against six of us. Jake gave the order to
retreat. And either right before he said it, or right after, I yanked the throat out of the Hork-Bajir I was
fighting.
I hope it was right before. I hope that I didn’t go in for the kill when I could have just run. But
I’m not sure.
That’s why I don’t think I qualify as nice. You’ve probably already gotten a clue why I don’t
qualify as normal.
Here’s the short version: An Andalite prince named Elfangor gave the power to morph to me and
four of my friends. He knew he was about to die, and he didn’t want to leave Earth defenseless
against the Yeerk invasion.
He showed us a small blue box. We pressed our hands against it. And we were changed.
This morphing cube was lost for a while. Now we have it again. We’ve used it once, to add an
Animorph to our group.
Then we had to subtract that new Animorph. And we’ve kept the blue box hidden ever since.
Since that night in the construction site, since that change, the five of us, plus Elfangor’s younger
brother, have been fighting the Yeerks.
Yeerks are parasites. A Yeerk enters a host through the ear canal, flattens itself out on the brain,
and takes over completely. The host creature can’t scratch an itch unless the Yeerk wants it to. We call
a being who has been taken over that way a Controller.
You must be thinking the Yeerks are pure evil. But let me tell you what it’s like to be a Yeerk
who isn’t in a host. Yeerks are basically gray slugs. No hands, no legs, no eyes, no ears.
If a Yeerk wants to be free, free to really move, free to see the beauty of the world around it, free
to hear music or even the sound of rain on leaves, if a Yeerk wants that, it has to have a host. If a
Yeerk wants to be free, it has to make another living creature a slave.
Not an easy choice, is it?
I know something about hard choices. I’ve made a lot of them since I became an Animorph. And
one of the hardest was whether I wanted to be an Animorph at all. Because I know that when - if - this
whole thing is over, it may be too late for me to be either nice or normal ever again.
Like I said, I know something about hard choices.
“So, Cassie, here’s your choice. If you were on a desert island, who would you want to be with
you - Baby Spice or Marco?” Rachel asked as we sat down at our usual lunch table.
“Huh?” What else could I say to that question?
“It’s the desert island game,” Rachel answered. “You pick two annoying people. Then you have
to choose which of them you’d rather be on a desert island with.”
I glanced across the cafeteria at Marco. He and Jake were sitting at a table by the windows.",Ani 29.0 - The Sickeness - K. A. Applegate_cover.png,
29.3,Megamorphs #3  Elfangor's Secret,Applegate,"Chapter 37 - Rachel
Chapter 38 - Cassie
Chapter 39 - Rachel
Chapter 40 - Tobias
Chapter 41 - Cassie
Chapter 42 - Ax
Chapter 43 - Cassie",Ani 29.3 - Megamorphs #3_ Elfangor's Secret - K. A. Applegate_cover.png,
29.6,Alternamorphs #1  The First Journey,Applegate,"Introduction
Okay, listen up. It’s Jake. You probably already know what’s going on around here. But just in
case you don’t, here’s the deal: Rachel, Tobias, Cassie, Marco, Ax, and I are five kids and one alien
out to save the world.
No, this isn’t a joke. It’s real. About as real as you can get. Real enough for screaming
nightmares about the things you’ve seen and done.
Because sometimes the stuff you see in the movies, the stuff you thought could never, ever
happen to you … well, it can happen. It does happen. I’ve seen it.
I can’t tell you my last name. Or where I live. There’s an alien invasion going on. Right here on
Earth. But I’m not talking little green guys with ray guns. I’m talking a much smarter way to conquer a
world. Just invade people’s brains.
I’m not nuts. I’ve seen it. And because of that, my friends and I were given a special power - the
power to morph into any animal we touch. To acquire its DNA. It’s the only way we can fight the
Yeerks - that’s what they call themselves. We have to find a way to stop these slugs that get into
people’s heads and make them slaves.
But things have gotten worse. We need backup. A new Animorph. We’ve tried this once before
and it didn’t work out. At all. We’re going to try again. So, if you’re interested in joining us, let’s go.
Just remember not to read this missions like a normal book. Check out the instructions and follow
them.
You get to choose your morphs, but I’m warning you now - choose them very carefully. You have
to deal with the consequences. They can either help you, or get you totally annihilated.
This isn’t a game. It’s serious stuff. So if you can handle it, turn to the next page.
Oh. One more thing? Good luck.
You’ll need it.",Ani 29.6 - Alternamorphs #1_ The First Journey - K. A. Applegate_cover.png,
30,The Reunion,Applegate,"Chapter 1
It was happening again. Unbelievably, it was happening again.
A woman was drowning. Not the dreaded leader of an alien force. Just a woman. Alone in a
roiling sea. Defenseless. Vulnerable.
My mother.
There was no way I could let it happen again.
I powered toward her. My arms strained with each stroke. My legs kicked wildly.
Hold on. Hold on!
So close. Close enough to see her straining to keep her head above the cold black water.
Then I was on her, one arm around her shoulders, the other paddling madly to keep us afloat.
“Hold on!” I cried. “I’ve got you!”
She looked up at me, wet hair plastering her face. Then she spoke. “Thank you, Marco.”
“Mom …”
“I’m free, Marco. I’m free!”
And then a powerful current swept her out of my grasp and sucked her under the glittering
surface of the midnight ocean.
“No! No, no, no!”
I dove. The salt stung my eyes. I pushed deeper and deeper into the darkness. My lungs ached but
I would not allow it to happen again. I would not let her go! Not when she was free. Not …
“NO!”
“Marco? Are you okay?”
I shot up straight as a board. Where … ? My bed, my room. My father.
I put my hands to my head and looked at the picture of my mother that sat on my nightstand.
“You okay?” he repeated.
No. I wasn’t. “Yeah. Yeah. Bad dream, I guess.”
“About her?”
I swallowed hard. “Yeah.”
Dad sat on the edge of my bed and hugged me.
I returned the hug weakly. Patted him on the back.
“I’m okay, big guy,” I said. “What time is it?”
“About time to get up and get going,” he said. “I get the shower first. I have to be in early today.”
I watched my father leave the room. But instead of getting out of bed and heading downstairs for
a bowl of Honeycomb, I sat amidst the tangled, slightly damp bedcovers, too exhausted to move.
My name, as you probably know by now, is Marco. And that was how my Friday started. Not the
greatest way to greet the last day of a long week. But not exactly uncommon. Dreams of fear and loss
and despair.
Before I lost my mother to the enemy, before I learned of the Yeerk invasion of Earth, my life
was pretty tame. Mostly I worried about things like whether I’d dropped enough hints at dinner about
which Sega disk I wanted for my birthday.
Not about things like the enslavement of the human race.
Those were the days. Or, as Dad says, “The salad days.”
I’m not sure what that means exactly - “salad days” - but he says it a lot. I’m not a big fan of
salad myself, unless it’s heavily croutoned.",Ani 30.0 - The Reunion - K. A. Applegate_cover.png,
31,The Conspiracy,Applegate,"Chapter 1
My name is Jake.
Just Jake.
My last name doesn’t matter.
Where I live and go to school don’t matter, either.
What matters is that we’re in a war, fighting for the survival of the human race.
You’re thinking Y
eah, right. That’s okay. I know - I probably would have said the same thing
once.
No way. Not a chance. If it’s true, then where are the troops storming the beaches? Where are the
bombs? Where’s the battlefield? The RPVs and cruise missiles?
Well, it’s not that kind of a war.
The battlefield is wherever we are, we being my friends and I. We are animal-morphers, given
the ability to absorb DNA by touch and then morph into that animal. It’s an incredible weapon, the
kind that both dreams and nightmares are made of.
Ask Tobias, who stayed in his red-tailed hawk morph longer than the two-hour limit and now
spends his days catching and eating small mammals.
Or check in with any one of us in the small hours between night and morning, when the
nightmares come, the nightmares of twisting bodies and mutating minds.
Like I said, this is not your standard-type war.
We’re the whole army, the six of us. We get some help from the Chee, but they are incapable of
violence, so when it comes to the down and dirty, we’re it. Us, alone, against an alien empire that has
already terrorized the galaxy.
Yeah, I know. Nice odds.
Most of us learned to fight the hard way in a deadly, on-the-job-training-type deal.
But some of us had a head start, like my cousin Rachel, who loves it all. And Ax, whose full
name is Aximili-Esgarrouth-Isthill, warrior-cadet and younger brother to Elfangor, the Andalite who
gave us the power to morph before he was murdered by Visser Three.
I know, sounds like bull, right? Sounds like maybe I need to spend some time in a rubber room.
But it’s true. Every now and then the crazy becomes real.
And this is not a clean war, if there is such a thing. I mean a war like World War II, where
thousands saw the wrongs being committed and stood up to correct them. Where you attacked an
enemy you could see, an enemy who wore a uniform and came right back at you, guns blazing.
This isn’t that kind of war at all.
The Yeerks are more subtle than that. They aren’t predators, they’re parasites. They don’t want
to destroy humanity, they don’t want to make big piles of bodies, they need our bodies in one piece to
continue their invasion.
See, they’re basically slugs. Parasites. No arms, no legs, no face. Blind.
That’s why they need host bodies.
They slither into your ear, seep into the crevices of your brain, open your memories.
And you’re still inside yourself while it’s happening, trapped, helpless, begging for the
nightmare to end.
Only it’s real. And it doesn’t end.
You want to warn people and you can’t make the words come out. But the Yeerk in your head can",Ani 31.0 - The Conspiracy - K. A. Applegate_cover.png,
32,The Separation,Applegate,"Chapter 1
My name is Rachel.
Rachel no last name. Rachel no address. Just Rachel.
It’s a big, bad world out there, boys and girls. At least my world is. Lions and tigers and bears
… and those are my friends.
Joke. Sorry, I’m not very good at jokes.
Here’s what you need to know: Earth is under attack. Earth is being invaded. Yes, by aliens.
I know. It sounds like fiction. It sounds like something you’d hear from the crazy lady pushing the
shopping cart full of cans down the street. I wish I had a more believable story to tell but all I can do
is tell the truth.
The truth is that Homo sapiens, humans, me and you, have been targeted by an alien species
called Yeerks.
They’re a parasitic species. Not predators looking to kill, kill, kill, hovering over our cities and
blowing up the Statue of Liberty or whatever. The Yeerks don’t want us dead. They don’t want our
land or our natural resources. They don’t want to barbecue our livers.
What they want is us.
They’re nothing but gray slugs in their natural state. Helpless. You could put on your
Timberlands and stomp a couple thousand of them on the sidewalk.
Except that the Yeerks aren’t content to live as slugs. They infest healthy host bodies, they enter
the brain, they wrap themselves around the brain and sink into the little crevices. They control the
brain. Utterly.
Once they have you, once they’ve made you a Controller, you don’t focus your own eyes, or
move your own fingers, or draw your own breath. You are powerless. Like being totally paralyzed,
only your eyes are still seeing and your mouth is laughing and your hands are reaching out to choke the
life from someone you love.
They’re here. They’re not E.T. They’re not cute. And we, my friends and I, are the only people
who know, and just about all that stands between the Yeerks and total world conquest.
Wow. Depressing, huh?
Fortunately, we are not powerless. The Yeerks aren’t the only aliens with an interest in Earth.
There are the Andalites as well. Night and day. Evil and not evil.
The Andalites may not all be saints, but one of them, a warrior named Elfangor, gave us the
Andalite technology that allows us to morph. To acquire the DNA of any animal we touch and then to
become that animal.
Morphing: power wrapped up in a nightmare.
And yet, there are times when morphing has certain advantages beyond fighting the Yeerks in
their various host bodies.
I was on some rocks, some very wet rocks at the base of a cliff, down by the water. North of
town the beaches give way to tumbled rocks and eventually to tall cliffs topped with condos and
homes for millionaires.
This particular section of shoreline was public. It was condos to the south, and mansions to the
north, but right for about a half mile it was just nature. Big pockmarked boulders and water spraying
up and drenching me with each wave, and a chilly breeze raising goose bumps on my bare skin.
It was better than being in school. I mean, who doesn’t prefer a field trip over another day in the",Ani 32.0 - The Separation - K. A. Applegate_cover.png,
33,The Illusion,Applegate,"Chapter 1
My name is Tobias.
And I don’t think I could have felt more uncomfortable if I’d just been asked to give an
impromptu speech on the French Revolution in front of an all-school assembly.
Well, okay. I guess that would be pretty bad. But this Friday night was definitely right up there.
Back when I was a regular kid, school dances made me a little uneasy. I’ve always been a loner
and all, and they just weren’t my thing. But now! Now that I spent most of my life as a red-tailed
hawk - hunting, flying, protecting my meadow - dances made me feel even weirder.
Bird-boy at the ball.
Why had I let Rachel talk me into this? I mean, what do you do with your arms? They just
dangled there. Stiff. Awkward. And my eyes! I’d fix a stare on someone and forget, until it was too
late, that people tend not to do that. A big, burly redhead noticed as the raptor in me burned a hole
through his girlfriend.
“Jerk!”
Oops. Hard to remember I wasn’t perched in a tree a half mile away.
I’d been cool enough at the last school dance. That was more of a group thing, I guess. Tonight it
was … I don’t know … a date? No, no, no. We were all there. Pretending to be acquaintances.
I looked ridiculous, I was sure of it. And I was sure that everyone else thought so, too.
Did Rachel?
I glanced at her. She seemed impatient. Angry almost, as she surveyed the dimly lit gym in an
absent yet determined way. They’d taped some helium balloons to the bleachers and draped strings of
multicolored lights from the basketball hoops. We were down at the far end next to the deejay. So
close to the speaker my eardrums were numb.
Rachel was as beautiful as ever. Really. I mean I wouldn’t tell her this, but she made the other
girls look pretty plain. Her gold hair gleamed in the strobe light. Her bright eyes caught mine. I knew
she wanted me to dance with her. I just couldn’t do it. My human body was sweating. I felt confined. I
needed air. I looked away.
Did I mention that my name is Tobias?
Just Tobias. Even if it were safe to tell you my last name, I’m not sure I’d know what to say.
Whether it would be a human name, an Andalite name, or just “Hawk.” I don’t know. Because, see,
I’m a little of each.
“Let’s kick it. boys and girls!”
My friend Marco unlike me, was in paradise. He was belting out lyrics like his first name was
“Ice” or something.
He slide-stepped toward us, spun around and stopped, squealing his sneaker on the gym floor.
He froze with one finger pointed at me and one at Rachel.
She glared at him “Some kind of chemical imbalance, Marco?”
“Hah. Hah. And also a bonus hah,” He grinned “This is a natural high. A good music high. A
lots-of-girls-in-short-skirts high, A people laughing high. This is fun. Do you two remember fun?”
Rachel caught my eye again. Again I looked away, up at the clock. Twenty minutes left in morph.
Not much time.
“You need to cut loose, my friends,” Marco continued in a meaningful tone. “It’s all about
rhythm. You gotta commune with the rhythm, step inside the beat.”",Ani 33.0 - The Illusion - K. A. Applegate_cover.png,
34,The Prophecy,Applegate,"Chapter 1
My name is Cassie. Just Cassie. At least that’s all I’m going to tell you. It’s not because I think
I’m so special I only need one name. I know I’m not Jewel or Brandy or Beck.
I’m actually pretty ordinary. If you saw me walking down one of the halls at your school, you
probably wouldn’t give me a second look. Unless it was one of the days when I had a little bird poop
on my jeans from working with my dad in his Wildlife Rehabilitation Clinic. If it was a bird-poop
day, you might give me a second “oh-gross” look.
But I really am your basic, average girl. A first and last name plus middle initial kind of girl.
Except for the fact that I spend most of my time trying to stop the Yeerk invasion of Earth.
That’s why I can only tell you my first name. If the Yeerks knew my last name, I’d be dead. No,
worse than dead.
Let me give you the Cliffs Notes version.
Fact: Yeerks are alien parasites that have the appearance of small gray slugs. They enter their
hosts through the ear canal, then spread their soft bodies into the crevices of their hosts’ brains.
Fact: The Yeerks have already enslaved many species, including the Hork-Bajir, the Gedds, and
the Taxxons, although the Taxxons submitted willingly. Now the Yeerks have targeted the entire human
race for use as hosts.
Fact: You already know someone who is controlled by a Yeerk. You just don’t know you know
someone who is controlled by a Yeerk. Yeerks can access their hosts’ memories and make them act
exactly the way they always have. A human host, called a Controller, cannot move a single muscle
unless the Yeerk in his or her head gives the order.
Fact: The Animorphs may be your only hope of escaping becoming a human-Controller yourself.
The Animorphs are me and four of my friends - Jake, Rachel, Marco, and Tobias. A great
Andalite prince named Elfangor gave us the power to morph into animals. He knew he was about to
die, and he didn’t want to leave Earth completely defenseless against the Yeerks. Later we were
joined in our fight by Elfangor’s younger brother, Ax. Aximili-Esgarrouth-Isthill.
Usually the six of us work as a team, but tonight I had a secret mission, and I didn’t want too
many people around. I asked Rachel if she’d be my backup, and of course she agreed.
You should see Rachel. She’s like Stone Cold Steve Austin crossed with Miss Teen USA. Unlike
me, Rachel is someone who could pull off the whole I’m-so-special-I-only-need-one-name deal even
if she didn’t have to keep her identity a secret.
“So are we going in or what?” Rachel asked me.
I stared up at the old Victorian house. A single light burned in one window. A loose shutter kept
swinging back and forth on its hinges. The screeching sound made the hair at the back of my neck
prickle.
“We’re going in,” I answered, ignoring the prickling sensation.
“This plan of yours is … what’s the word I’m looking for?” Rachel asked. “Oh, yeah. Insane. As
in Looney Toeowww -”
Rachel’s words turned into a high meow. Her vocal cords had started to change first.
“We have to do this,” I told her as her nose narrowed and sprouted fur. “It’s life and death.”
I watched Rachel for a few more moments. She was going to use her cat morph to go into the
house. I was going to use my rat morph. I figured it couldn’t hurt to give her a little head start. That
way she’d be in total control of her cat brain before I became all small and delicious.",Ani 34.0 - The Prophecy - K. A. Applegate_cover.png,
35,The Proposal,Applegate,"Chapter 1
My name is Marco.
But you can call me “Marco the Mighty.” Or “Most Exalted Destroyer of My Pride.” You can
cower before my mighty thumbs and beg for mercy, but you’ll be crushed just the same.
For I am the lord of the PlayStation.
Pick a game. Any game. Tekken. Duke Nukem. NFL Blitz. Whatever. Practice all you want. I’ll
still beat you. I’ll crush you like Doc Martens crush ants. I’ll -
“The phone’s ringing,” my dad said, setting down his controller.
“You can’t stop now,” I cried. “I was gonna score on this next play!”
“It’s fifty-six to nothing,” he muttered. “I’ll forfeit this one.”
“But -”
But he’d already picked up the phone.
“Hello? Oh, hi! How are you?” His voice was so sweet and sticky you could have poured it
over pancakes.
“Oh, brother,” I mumbled.
“I’m doing great,” he continued, a big dopey smile on his face. “Marco and I were just playing
video games. Uh-huh. Sure.” He looked at me. “Nora says hi.”
I nodded. I grabbed the remote control. Switched the TV back to cable mode and turned the
volume up loud enough to drown out his voice.
My dad has a girlfriend. And I think it’s serious. I’m used to this quiet, low-key, unexpressive
guy. But ever since he started dating this woman, he’s been Mr. Personality. Smiling for no reason.
Singing in the shower. Laughing at all my lame jokes like I was Chris Rock. He’s even developed this
annoying habit of hugging me for no good reason.
I mean, I’m happy for him. Really. When my mom disappeared over two years ago, my dad lost
it. For a long time, he was little more than a zombie. Sometimes I thought he’d never recover.
A few months back he pulled himself out of it. Things went back to normal. Or as normal as my
life could be - until he met this woman.
Your dad being in love with someone who isn’t your mother is a pretty normal problem, I guess.
I mean, he’s old, but he’s not exactly using a walker and getting seniors’ discounts at the Steak and
Ale. Maybe you’ve dealt with the same thing yourself. Maybe you’re dealing with it right now. Maybe
this problem makes you feel like the weight of the world is on your shoulders.
Yeah, well, boo hoo. Sorry, kids. But you have no idea about the weight of the world. ‘Cause it’s
on my shoulders.
See, not only do I live with a lovesick father. I’m also trying to save the world from being
enslaved by evil, parasitic aliens.
To which you respond, “Ooooookay, dude forgot his medication.”
I’m not crazy. And not lying. I’m telling the truth.
They’re called Yeerks. They’re from another galaxy. Gray, sluglike creatures that slide into your
ear, flatten out inside your brain, and take control of your mind and body. Forcing you to do anything
they want. Anything.
Right now, their invasion is a secret. V
ery few people know about it. Most of the people who do
are their slaves. We call them Controllers. I don’t know how many people the Yeerks have turned into
Controllers. I don’t think I want to know.",Ani 35.0 - The Proposal - K. A. Applegate_cover.png,
35.5,Visser,Applegate,"Prologue
“Honey?”
No answer. My husband was watching a game on television. He was preoccupied.
“Honey?” I repeated, adding more urgency to my tone of voice.
He looked over. Smiled sheepishly. “What’s up?”
“Marco’s fever is down. I think he’s basically over this thing. He’s asleep. Anyway, I was
thinking of getting some fresh air.”
He muted the television. “Good idea. It’s tough when they’re sick, huh? Kids. He’s okay, though,
huh?”
“It’s just a virus.”
“Yeah, well, take some time, you’ve been carrying the load. And if you’re going to the store -”
“Actually, I think I’ll go down to the marina.”
He laughed and shook his head. “Ever since you bought that boat … I think Marco has some
competition as the favorite child in this household.” He frowned. “You’re not taking it out, are you?
Looks kind of gloomy out.”
I made a smile. “Just want to make sure it’s well secured, check the ropes and all.”
He was back with the game. He winced at some error made by his preferred team. “Uh-huh.
Okay.”
I stepped back, turned, and walked down the hall. The door to Marco’s room was ajar. I paused
to look inside. I almost couldn’t do otherwise because the other voice in my head, the beaten-down,
repressed human voice, was alive and screaming and screaming at me, begging me, pleading <No!
No! No!>
Marco was still asleep. Or pretending to be. A good-looking kid, but small. Already, in his early
adolescence, the stamp of failure was on him. He was too sweet-natured and trusting to ever make it
very far in a hard world. A world that would only grow harder for humans.
Much harder, if I had my way.
I looked at him, one last time, as the voice in my head kept begging and begging. <Let me at least
say good-bye, let me hold him one last time, let me kiss him, oh my God, no, no, don’t do this!>
But that was only a voice. The voice of someone who no longer had a say in what I did with this
body, this life.
I left the house. I drove the car to the marina.
The wind was coming up. Earth really does have fascinating weather. So many different
permutations. Blazing heat and brain-numbing cold; storms that bring violent winds or driving snows
or rains so heavy they blot out all light.
I climbed out of the car and sauntered jauntily along to the boat, a small sailboat tied up halfway
down the pier. Much bigger boats were tied up on either side. That was okay. I had all the boat I
needed.
I climbed aboard and cast off the lines. I winched up the mainsail and took the tiller. I didn’t use
the engine, not even for getting out of the marina. Anyone could guide a powerboat. It took skill to
sail.
Sailing was one of the best things about being in a human. It was such a perfect blend of power
and subtlety, bending to the inevitable and yet resisting great forces. Dangerous and exhilarating. You
skimmed along between sea and sky, a part of each, trusting neither.",Ani 35.5 - Visser - K. A. Applegate_cover.png,
36,The Mutation,Applegate,"Chapter 1
A phone call at three A.M. is rarely a good thing.
When you’re an Animorph, the chance of good news ever - day or night - is zero.
“Jake?”
Cassie’s voice sounded shaky. Frightened.
“What’s up?” I said, my own voice casual. At the same time praying that no one else in my house
had picked up the phone. “Those math problems giving you a hard time?”
Cassie forced a laugh. “No. Just can’t sleep again. You know, same old thing.”
“Try counting sheep. I bet before you get to thirty you’ll be asleep.”
“Good idea. Thanks, Jake. See you.”
Cassie hung up the phone.
I had a half hour to get from the subdivision where I live with my family to the farm Cassie
shares with her parents.
Who knew when I’d be back. Forget about getting any more sleep.
I stripped off my pajamas in the dark.
Opened my window wide.
Gave one last glance over my shoulder at the closed door of my bedroom. No lights on in the
hallway. Good.
Then I looked out at the star-studded night and concentrated on the image of a bird.
Peregrine falcon.
I began to shrink. From a normal human kid, maybe a bit larger than average, to a one-foot-high
human kid.
I heard my internal organs changing. A squirmy sound, like a rumbling stomach, a sound you feel
more than hear.
It’s a big change going from human to bird. Nothing ends up where it starts out. You go from a
system designed to eat a bit of this and a bit of that, all well-chewed, to a system designed to swallow
whole mice and poop out the bones and fur.
My own bones, my big, solid human bones shrank and hollowed out. Finger bones relatively
longer, leg bones shorter, breast bone huge.
My skin tightened over the new skeleton. Flesh melted, ran together, like hot wax. I had wings
instead of arms. Skinny legs and dangerous talons.
Gray-and-white feather patterns etched themselves onto my still semisoft skin, then raised into
three dimensions.
Fleshy human nose and mouth blurred, ran together, then extended out to become a hard beak. My
eyes became smaller in absolute terms, but much larger in relative terms.
I was ready.
I hopped onto my desk. From there, onto the windowsill. And then I flew.
My name is Jake.
We’re not supposed to like it, this power we have. We being me, my best bud Marco, my cousin
Rachel, Cassie and Tobias and Ax. We’re not supposed to like it, but mostly I do. This power to
morph. To touch an animal and by doing so acquire its DNA. To become that animal at will.
In the wrong hands this incredible power can be seriously abused. In our own fumbling,
uncertain human hands this power is both a privilege and a curse.",Ani 36.0 - The Mutation - K. A. Applegate_cover.png,
37,The Weakness,Applegate,"Chapter 1
My name is Rachel.
There’s a person in the Bible named Rachel. I don’t know if my being called Rachel has anything
to do with her. I doubt it. I’ve never seen my parents reading the Bible.
There’s a Rachel on Friends. What’s up with this season’s stringy hair? Weird.
And there are, at any given time, approximately five Rachels in my school. At least two of whom
are failing phys ed.
Maybe your name is Rachel, too.
It’s a popular name. Lots of girls have it. Even girls who can manage to throw a basketball
through a hoop from the foul line.
But I’m different from every other Rachel you’ve ever met.
And it’s not just because the dorkier kids in school think I have a seriously bad attitude. Which I
do. So what?
My being different from every other kid named Rachel is not necessarily a good thing. Or a bad
thing. It just … is.
Sometimes - very rarely - I wish I were just one of the thousands of Rachels out there living an
average life. One of the mass of average kids in average middle schools in average, all-American
towns.
Actually, I wish that very, very rarely. I’m not thrilled with average. I don’t do average well.
It’s only when I’m seriously exhausted that - for about half a second - I wish I were just an
ordinary Rachel. Like when I’ve been going on no sleep for forty-eight hours. When I’ve been
slashing and shredding the enemy and leaking blood from my own gaping wounds until I can hardly
breathe without it hurting. When the very thought of sleep seems totally foreign.
Sleep? Huh? I don’t wish it after a typical, everyday kind of mission. Just after the really
annoying ones. The ones where we lose more than we gain. The ones where we fail to do any serious
damage to the Yeerks.
Then, I wish - for about half a second - I were nobody special.
That I’d never stumbled onto the tragic sight of a dying alien warrior prince.
That he’d never told us about the Yeerk invasion of Earth. That he’d never chosen us - me, my
cousin Jake, my best friend Cassie, Jake’s best bud Marco, and this shy, compelling kid named Tobias
- to adopt the noble Andalite mission.
That he’d never given us the gift and curse of Andalite morphing technology. The ability to touch
an animal and absorb its DNA, all for the purpose of becoming that animal when necessary.
To fight off the invaders. To stave off the fate that has befallen so many other worlds through-out
the universe.
A fate worse than death.
Total subservience to a mind-controlling master race.
You know what really infuriates me? This powerful enemy doesn’t even stand on its own two
feet.
The Yeerks are a race of parasitic slugs. No ears, eyes, mouths. No arms or legs. Just gray,
viscous flesh. And the repulsive ability - need, really - to attach their otherwise helpless bodies to the
brains of sentient creatures. To slither into the head through the ear canal. To flatten, lengthen, press
themselves into every crevice and wrinkle of the brain. Like clay being pushed into a mold.",Ani 37.0 - The Weakness - K. A. Applegate_cover.png,
38,The Arrival,Applegate,"Chapter 1
Crumph! Crumph!
The thudding of fists against human flesh is not a pleasant sound. It is particularly sickening
when heard through a metal pipe. The sound echoes and is magnified.
“That’s enough. Stop it,” a human voice commanded. The sound was muffled, vague, indistinct. I
was feeling the voice through my six legs, through my antennae.
“But he’s told us nothing,” a second human argued.
I should not call them humans. They are human-Controllers.
There is a difference.
Human-Controllers are humans whose bodies have become hosts to the Yeerk invaders.
Yeerks! Foulest creatures of the universe. Gray slugs who enter the body through the ear, fit
themselves into the human brain, and take over. Mind and body.
Of course, not all hosts are human.
Visser Three, leader of the Yeerk Earth invasion, has an Andalite host.
My name is Aximili-Esgarrouth-Isthill. I am not human. I am Andalite. The only Andalite among
the group that calls itself the Animorphs. Four humans. A red-tailed hawk. Me.
We are the resistance. We fight the Yeerk invasion until help from my home planet arrives. Or
until we die.
The latter possibility seems ever more likely.
It would be unwise to tell you very much more. The Animorphs and I have many secrets to keep.
And I, as an Andalite, have the secret of my own race to keep.
Crumph!
The sound again. Had we not been on the pipe we would not have heard it. Roaches feel
vibrations. The pipe carried those vibrations directly to us.
We were making our way up a corroded, rusty metal pipe within the interior wall of a two-story
office building. Our mission, to rescue our friend and collaborator, Mr. King. We had all seen the
front page article on The Sharing, the Yeerk front organization. We had been suspicious that the paper
had become yet another Yeerk-run organization. Mr. King had thought it safe to break into the offices
of The Chronicle and examine their computer data, find the truth.
Apparently that was a mistake.
“Talk!” human-Controller Two shouted. “What are you doing here? Who are you? Why are you
snooping?”
Crumph!
“I said stop it!” human-Controller One repeated angrily. “If you kill him, Visser Three will
execute us for wasting a potential host body.”
There was a long pause before human-Controller Two spoke again. “Visser Three will execute
us for incompetence if he finds out we couldn’t beat the truth out of a mere human. Let’s kill him and
incinerate the body. Visser Three will never learn that we failed.”
“Visser Three will wonder why we did not simply infest him and learn the truth.”
“I tell you there is something wrong with this human. I tried to enter the ear canal, but it’s
blocked in some way. You don’t believe me, you try it!”
<Ax? What happens if they hit the Chee with a Dracon beam? Can they fry him?> Prince Jake
asked me in the thought-speak language we use while in morph.",Ani 38.0 - The Arrival - K. A. Applegate_cover.png,
